Name,Rating,Pricing,Location,Cuisine,n_reviews,image_url,reviews
Tara Kitchen - Tribeca New York,3,,'New York,Moroccan,22,https://s3-media1.fl.yelpcdn.com/bphoto/BIsHjFAPhvVXrBquHR5jlg/o.jpg,Excellent food It different traditional Moroccan cuisine The Chef creative put spin create tasteful exotic dish Not bad Trying three dish seem super juicy crowd love U I think food fine hand amaze It may due lack familiarity Moroccan food wow
The Grey Dog - Union Square,4,$$,'New York,Coffee & Tea,1173,https://s3-media3.fl.yelpcdn.com/bphoto/isnDLOp2bXEOkVQiXyMpCw/o.jpg,order tofu bite chicken pot pie soup BLT tofu bite ok They could use little flavor The chicken pot pal Johnny waa saunter around sunshine grin Vitamin D influx much way addict hoover I love food service generally great Most recently I get fry artichoke great delicious especially aioli come dang
Mad for Chicken Brooklyn Heights,4,,'Brooklyn,Chicken Wings,21,https://s3-media2.fl.yelpcdn.com/bphoto/kLhzzWIOo5kXw5QT66YPPg/o.jpg,Took boyfriend birthday since go cat cafe nearby anyway Did know expect I blow away The staff I actually visit twice second time manager give order fry appetizer house Soy Garlic Hot Spicy wing Friday afternoon around pretty empty Decided get couple dish wait happy hour start
Sushi Lab Rooftop,4,,'New York,Japanese,514,https://s3-media2.fl.yelpcdn.com/bphoto/EZdrheKY7NxhnnZltFD4hQ/o.jpg,fiancé I go sushi lab last night great time We order toro chip edamame rock shrimp appetizer Sushi lab typical Omakase sushi spot like Mari run Korean Chef Sushi lab run Chinese Chef something similar I place bookmarked longest time ever ever since blow social medium I think It hard Hing
Sun Hing Lung Co,5,$,'New York,Chinese,227,https://s3-media3.fl.yelpcdn.com/bphoto/qVbsbpdJUS0X0cVl8eNWsg/o.jpg,The best cheung fun city least I think I find fav spot I sad I venture sooner find hidden gem Y Yes yes yes price Cheung fun I sure else find Cheung fun cheap find hidden gem Z When I Chinatown place I go rice roll It I come year In middle school
Cobble Fish,3,,'Pier 16',Seafood,27,https://s3-media2.fl.yelpcdn.com/bphoto/1fCl3mln1X1zAQPg-g3f3Q/o.jpg,RIVER VIEWS first hot evening season Cobble Fish South Street Seaport amaze The waterfront view day absolute lay back vibe strong drink fantastic food What could want This South Street Seaport must visit A casual waterfront restaurant Nice view outdoor patio limit umbrella shade summer FYI bottle water Very
Ruby's Cafe,5,$$,'New York,Burgers,1564,https://s3-media2.fl.yelpcdn.com/bphoto/FQ_cAZek39R44bt52PwM9Q/o.jpg,good Service decent understandably due busyness Place small still good date small date bit I come valentine day boyfriend The Ambiance whole place welcoming comfortable The staff cool nice My boyfriend time lunch keep tell need bring I finally understand It cute perfect
Gatsby's Landing Times Square,4,,'New York,American (New),93,https://s3-media1.fl.yelpcdn.com/bphoto/5vI6E2zoZwMP2Pj6-bNtBg/o.jpg,family range age wonderful meal Saturday March The staff service wonderful attentive Do miss opportunity walk welcome Our waiter Billy attentive Good ambiance friendly service Jumbo shrimp cocktail yes Beet salad food delicious environment beautiful service excellent recommend give restaurant try We party
Gramercy Tavern,5,$$$$,'New York,American (New),3304,https://s3-media2.fl.yelpcdn.com/bphoto/f14WAmWETi0cu2f6rUBj-Q/o.jpg,year cook pleasure work team decade ago Chef Michael Anthony team disappoint Not B Tavern one Michelin star new American decor cozy modern American rustic style restaurant suitable family J wow From favorite Burger world spotted Pig first time I visit last time I visit Now
Sanmiwago,4,$,'New York,Bubble Tea,21,https://s3-media4.fl.yelpcdn.com/bphoto/W2y70tfhllbipNLGyJ6MIg/o.jpg,newly open restaurant pretty elegant inside decoration offer variety cold dish congee I order pig tongue cold dish bite Chinatown good late night The server friendly There place sit food portion size cheap bite Chinatown We come random night decide check Though menu small lot choice sure
Di An Di,3,$$,'Ground Fl',Vietnamese,324,https://s3-media2.fl.yelpcdn.com/bphoto/YMo281bv-lFchFm8jqgcAg/o.jpg,cute little restaurant locate Greenpoint Been twice love I arrive last Saturday menu change B This place fire I understand Michelin guide casual playful twist traditional vietnamese dish I really want give popular spot fair shot decide hold write review second visit But review confirm
Shukette,4,$$$,'New York,Middle Eastern,249,https://s3-media3.fl.yelpcdn.com/bphoto/XgTdt-WWEtFKx7Y9zuUw9A/o.jpg,Best food I awhile We come see friend stay food The service around atmosphere top notch Highly Shukette definitely worth hype I totally understand reservation difficult snag Shukette probably favorite overall Z three type bread fresh well make My favorite frena Moroccan bread garlic infuse nice doughy texture The three
Shanghai 21,5,$$,'New York,Shanghainese,1936,https://s3-media3.fl.yelpcdn.com/bphoto/uJQIdE-c9phHAzvQ5YhJZQ/o.jpg,rating absolutely love place I read low review I figure perfect time go might Best Chinese food I ever If look authentic Chinese food one spot visit It door next Wo Hop I come I saw Black Truffle Soup Dumplings menu disappoint They definitely truffle
Okdongsik,5,$$,'New York,Korean,138,https://s3-media3.fl.yelpcdn.com/bphoto/BvzaKq-dCLgJKyeW-tPhyg/o.jpg,I look something hearty dinner restaurant list I think I might give try Thankfully I wait B spot warm comfort meal menu super small consist food item signature pork Gomtang Z make reservation come Sunday lunch To summarize I glad I make trek Queens give restaurant try
Helen's,5,$$,'New York,Asian Fusion,82,https://s3-media1.fl.yelpcdn.com/bphoto/fbwM9pI5hy6O5azeb2Wr5A/o.jpg,discover great happy hour special I swing check spot person And use club back day B Helen cool trendy spot grab cocktail If speakeasy least It bottom unassuming concrete I ca say enough good thing place I want birthday gathering friend good drink good snack Where feel G A
The Reading Room,3,,'New York,American (New),62,https://s3-media2.fl.yelpcdn.com/bphoto/3iAdQtbNvWwrQuXXtM9q0A/o.jpg,first visit week breakfast At AM table occupy seat easy The facility attractively furnished A small intimate setting perfect meet old friend Great conversation eat excessively like place look perfect get together I Looked like great drink awesome selection food best place
Forma Pasta Factory,5,,'Brooklyn,Italian,23,https://s3-media3.fl.yelpcdn.com/bphoto/om1pdhUzcVWltXnbUdJ8rQ/o.jpg,Pasta Factory spot pasta lover area We decide try Friday Special orecchiette lamb Y casual pasta place sooo good We get spaghetti pappardelle malfadine pasta I would honestly order three dish I really excite write review I want visit Forma since I first encounter Williamsburg pandemic Now year later
Bacàn,1,,'Brooklyn,Italian,33,https://s3-media2.fl.yelpcdn.com/bphoto/3QbfEe7Es8nUY3aQUgt8sw/o.jpg,super busy Saturday brunch Was able get last minute reservation Service get Uovo al Tartufo pretty good brunch Sunday reservation need The restaurant half full chilly windy food average Y Here run like pasta beef broth Awful Riceball app ice cold Glass red good Asked side
The Frenchman's Dough,5,,'New York,Italian,20,https://s3-media1.fl.yelpcdn.com/bphoto/OT7ATYb7MEw2i_XQ56v79g/o.jpg,Pretty good place prefer crowd It inside Tin Building NYC We order kiwi Margherita pomo Margherita drink There lot like spot somehow manages comfortable pleasant despite barely cordoned O Service great everything eat amazing flavor space full yet could hear people conversation It really
Les Enfants de Boheme,2,$$,'New York,French,333,https://s3-media1.fl.yelpcdn.com/bphoto/Sw6SDhbhkdi7MJeDajbp5A/o.jpg,parent Sunday brunch around noon Lovely cosy ambience I imagine quite romantic evening Very pleasant service neighborhood great friendly service delicious food recommend I come brunch The food fine service I get another group get minute literally One
Cobble Fish,3,,'Pier 16',Seafood,27,https://s3-media2.fl.yelpcdn.com/bphoto/1fCl3mln1X1zAQPg-g3f3Q/o.jpg,RIVER VIEWS first hot evening season Cobble Fish South Street Seaport amaze The waterfront view day absolute lay back vibe strong drink fantastic food What could want This South Street Seaport must visit A casual waterfront restaurant Nice view outdoor patio limit umbrella shade summer FYI bottle water Very
Lin & Daughters,5,$$,'New York,Chinese,26,https://s3-media2.fl.yelpcdn.com/bphoto/z4TryJeUGgSce80sB587cw/o.jpg,space ramen spot Lin Daughters welcome addition neighborhood The peanut butter noodle topnotch My friend I come split two plate dumpling shrimp lime curry chicken dumpling Right bat notable The service amazing owner Becky helpful kind could really get sense passion love
Ruby's Cafe,5,$$,'New York,Burgers,1564,https://s3-media2.fl.yelpcdn.com/bphoto/FQ_cAZek39R44bt52PwM9Q/o.jpg,good Service decent understandably due busyness Place small still good date small date bit I come valentine day boyfriend The Ambiance whole place welcoming comfortable The staff cool nice My boyfriend time lunch keep tell need bring I finally understand It cute perfect
Gatsby's Landing Times Square,4,,'New York,American (New),93,https://s3-media1.fl.yelpcdn.com/bphoto/5vI6E2zoZwMP2Pj6-bNtBg/o.jpg,family range age wonderful meal Saturday March The staff service wonderful attentive Do miss opportunity walk welcome Our waiter Billy attentive Good ambiance friendly service Jumbo shrimp cocktail yes Beet salad food delicious environment beautiful service excellent recommend give restaurant try We party
Gramercy Tavern,5,$$$$,'New York,American (New),3304,https://s3-media2.fl.yelpcdn.com/bphoto/f14WAmWETi0cu2f6rUBj-Q/o.jpg,year cook pleasure work team decade ago Chef Michael Anthony team disappoint Not B Tavern one Michelin star new American decor cozy modern American rustic style restaurant suitable family J wow From favorite Burger world spotted Pig first time I visit last time I visit Now
Sanmiwago,4,$,'New York,Bubble Tea,21,https://s3-media4.fl.yelpcdn.com/bphoto/W2y70tfhllbipNLGyJ6MIg/o.jpg,newly open restaurant pretty elegant inside decoration offer variety cold dish congee I order pig tongue cold dish bite Chinatown good late night The server friendly There place sit food portion size cheap bite Chinatown We come random night decide check Though menu small lot choice sure
Di An Di,3,$$,'Ground Fl',Vietnamese,324,https://s3-media2.fl.yelpcdn.com/bphoto/YMo281bv-lFchFm8jqgcAg/o.jpg,cute little restaurant locate Greenpoint Been twice love I arrive last Saturday menu change B This place fire I understand Michelin guide casual playful twist traditional vietnamese dish I really want give popular spot fair shot decide hold write review second visit But review confirm
Shukette,4,$$$,'New York,Middle Eastern,249,https://s3-media3.fl.yelpcdn.com/bphoto/XgTdt-WWEtFKx7Y9zuUw9A/o.jpg,Best food I awhile We come see friend stay food The service around atmosphere top notch Highly Shukette definitely worth hype I totally understand reservation difficult snag Shukette probably favorite overall Z three type bread fresh well make My favorite frena Moroccan bread garlic infuse nice doughy texture The three
Shanghai 21,5,$$,'New York,Shanghainese,1936,https://s3-media3.fl.yelpcdn.com/bphoto/uJQIdE-c9phHAzvQ5YhJZQ/o.jpg,rating absolutely love place I read low review I figure perfect time go might Best Chinese food I ever If look authentic Chinese food one spot visit It door next Wo Hop I come I saw Black Truffle Soup Dumplings menu disappoint They definitely truffle
Okdongsik,5,$$,'New York,Korean,138,https://s3-media3.fl.yelpcdn.com/bphoto/BvzaKq-dCLgJKyeW-tPhyg/o.jpg,I look something hearty dinner restaurant list I think I might give try Thankfully I wait B spot warm comfort meal menu super small consist food item signature pork Gomtang Z make reservation come Sunday lunch To summarize I glad I make trek Queens give restaurant try
Olea,4,$$,'Brooklyn,Tapas Bars,985,https://s3-media2.fl.yelpcdn.com/bphoto/DnRMsVyIBgFA-CsLDU5AYw/o.jpg,star really excellent service accommodation We party able get onto table reservation time slot I hear rave review Olea age I excite finally try spot group reservation late Saturday morning Love Olea food Highly recommend branzino Orecchiette Pasta super chewy seafood paella I din gotten take
Helen's,5,$$,'New York,Asian Fusion,82,https://s3-media1.fl.yelpcdn.com/bphoto/fbwM9pI5hy6O5azeb2Wr5A/o.jpg,discover great happy hour special I swing check spot person And use club back day B Helen cool trendy spot grab cocktail If speakeasy least It bottom unassuming concrete I ca say enough good thing place I want birthday gathering friend good drink good snack Where feel G A
The Reading Room,3,,'New York,American (New),62,https://s3-media2.fl.yelpcdn.com/bphoto/3iAdQtbNvWwrQuXXtM9q0A/o.jpg,first visit week breakfast At AM table occupy seat easy The facility attractively furnished A small intimate setting perfect meet old friend Great conversation eat excessively like place look perfect get together I Looked like great drink awesome selection food best place
Forma Pasta Factory,5,,'Brooklyn,Italian,23,https://s3-media3.fl.yelpcdn.com/bphoto/om1pdhUzcVWltXnbUdJ8rQ/o.jpg,Pasta Factory spot pasta lover area We decide try Friday Special orecchiette lamb Y casual pasta place sooo good We get spaghetti pappardelle malfadine pasta I would honestly order three dish I really excite write review I want visit Forma since I first encounter Williamsburg pandemic Now year later
Bacàn,1,,'Brooklyn,Italian,33,https://s3-media2.fl.yelpcdn.com/bphoto/3QbfEe7Es8nUY3aQUgt8sw/o.jpg,super busy Saturday brunch Was able get last minute reservation Service get Uovo al Tartufo pretty good brunch Sunday reservation need The restaurant half full chilly windy food average Y Here run like pasta beef broth Awful Riceball app ice cold Glass red good Asked side
OTB,5,$$,'Brooklyn,American (New),171,https://s3-media3.fl.yelpcdn.com/bphoto/AU9Lkx_vancc7qp4mJmOCg/o.jpg,I start service Friday evening Brooklyn come pretty average inside soooo like DAMN server ask My new favorite bar winter much natural light daytime And tasty warm winter beverage adorable mug The I stop show set cute They nice music playing loud The waiter Nesto super friendly A
