Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
Mokyo,5,,"['109 St Marks Pl', 'New York, NY 10009']","[{'text': ""Haven't seen my graduate school friends in a long time so decided to try this spot! We got an early reservation for 5PM and were the first ones seated. They..."", 'reviewer': 'Sarah V.', 'reviewer_id': 'eClgs_Rpd4Et9ykBvMgWgA', 'rating': 5}, {'text': ""Just amazing. We hadn't been together for a few years and wanted someplace special to get together. This place is definitely special. \n\nThe decor was warm..."", 'reviewer': 'Joanne H.', 'reviewer_id': 'bNzB5nxrjINlUjjHsVWykg', 'rating': 5}, {'text': 'A Korean-inspired tapas place! This is a great place to bring a lot of people so that you can try basically the whole menu. The serving sizes are very small...', 'reviewer': 'Praneetha I.', 'reviewer_id': 'AI0vTGj3zt2WIqj17dcX8Q', 'rating': 5}]",3,Korean,305,https://s3-media2.fl.yelpcdn.com/bphoto/tIO2leoOqXxL6E-C1fwJvw/o.jpg
C as in Charlie,3,,"['5 Bleecker St', 'New York, NY 10012']","[{'text': 'I came here for my 21st bday dinner and the staff was so amazing!! They were incredibly polite and kept bringing me complimentary sake during my meal which...', 'reviewer': 'Rachel G.', 'reviewer_id': 'SMVWU4kz73ANeTUtNjmwxg', 'rating': 5}, {'text': 'This was a tiny restaurant with close seating between tables. The ambiance is dim and lit with red lights. When we got seated they gave us complimentary...', 'reviewer': 'Nancy H.', 'reviewer_id': 'NOjNCt1Mor7FkfZfHeoEuw', 'rating': 4}, {'text': 'I was super excited to try a Korean tapas place with such a unique menu, especially because I personally had confused oxbone with oxtail initially haha....', 'reviewer': 'Anna D.', 'reviewer_id': 'SYJzu_zmWTKwVhWtMfGgtQ', 'rating': 3}]",3,Korean,115,https://s3-media4.fl.yelpcdn.com/bphoto/KeDeKmOBI89_Bn8UGmzMsA/o.jpg
L'Artusi,4,$$$,"['228 W 10th St', 'New York, NY 10014']","[{'text': 'Top notch delicious Italian food. Me and my friends were here and were constantly floored and amazed. If you have the opportunity to dine here, do not pass...', 'reviewer': 'Peter C.', 'reviewer_id': 'RdX1SalK7ZZQEPmtD1n3Kg', 'rating': 5}, {'text': 'This restaurant is a gem! It is incredibly hard to get a reservation here at a reasonable time, but it it so worth it. This is a great date spot or dinner...', 'reviewer': 'Kazi T.', 'reviewer_id': '9OBhEegEuytRCKiRlniXHg', 'rating': 5}, {'text': 'So many delicious dishes, so hard to choose from! I wanted to try this place after hearing so much rave about it being one of the best Italian spots in NYC....', 'reviewer': 'Vanessa H.', 'reviewer_id': 'SvB8YYXAiDNzCeltGMOY8A', 'rating': 4}]",3,Italian,2269,https://s3-media2.fl.yelpcdn.com/bphoto/mf-sqEXHdm6aLo3i3LJsfQ/o.jpg
Virginia's,5,,"['200 E 3rd St', 'New York, NY 10009']","[{'text': ""Banana pudding and molten chocolate cake are the best I've ever had. Burger (wife loved), fries, bread, Brussels, crab cake (wife, duh) all excellent."", 'reviewer': 'Lee H.', 'reviewer_id': '0D9vbF3EIfIuxeELsXh-Rw', 'rating': 5}, {'text': 'It was a great list to East Village when this neighborhood bistro closed in 2021; luckily it has found a new space and reopened in the former home of Root...', 'reviewer': 'GarGuPi L.', 'reviewer_id': '73fZ6W35yH8kUM1faHQjUA', 'rating': 4}, {'text': 'Went here with a group of people I unfortunately call my friends. The place is small with a short bar and and a dining area.  Well decorated warm...', 'reviewer': 'Adam N.', 'reviewer_id': 'DcdJovp3zKlJHFQ7NyRcUw', 'rating': 5}]",3,American (Traditional),4,https://s3-media1.fl.yelpcdn.com/bphoto/uL4eh6ZGL5h_fKqhbXa3Jw/o.jpg
Burger & Lobster - Flatiron NYC,2,$$,"['39 W 19th St', 'New York, NY 10011']","[{'text': 'Excellent burgers. Some of the best in nyc.\nDelicious lobster.\nGreat cocktails.\nFun place overall.', 'reviewer': 'Albert Z.', 'reviewer_id': 'klr07hLdWlhCgyuPGVRRAQ', 'rating': 5}, {'text': 'We cant say enough great things about Burger Lobster. I love a restaurant that executes its name  well. We ordered the burger and lobster combo, for an...', 'reviewer': 'Trey H.', 'reviewer_id': 'CdBkJu-oW9gCpkbvCGtUSQ', 'rating': 4}, {'text': 'Food was average, service was disappointing - we were seated in an unused back room and often forgotten about.  At first, they were not able to honor our...', 'reviewer': 'Efris O.', 'reviewer_id': 'LYRRRjnRWdV2kud1wZsUNA', 'rating': 2}]",3,Seafood,5863,https://s3-media1.fl.yelpcdn.com/bphoto/2Z3Cn2sDxitAmWJYTdrkpA/o.jpg
Kopitiam,3,$$,"['151 E Broadway', 'New York, NY 10002']","[{'text': 'Wow this place is amazing!! Truly no frills, bus your own tablez and reminds my boyfriend of his times at the hawker centers in Singapore. \n\nFirst time I...', 'reviewer': 'Phuong V.', 'reviewer_id': '6NYbdujfnR6lIL3UWjWaAA', 'rating': 5}, {'text': ""There's plenty of seating and tables inside. The interior was cozy and had a nice wooden ambiance. It was too busy at all when we went at 6:30pm on. Tuesday..."", 'reviewer': 'Ashley W.', 'reviewer_id': 'QqfKaIX_yX4oc_aVPDPvqg', 'rating': 4}, {'text': 'Lunch at Kopitiam yesterday felt like being back in Asia (in a good way!). We went after the lunch rush around 3, but it was still busy with plenty of...', 'reviewer': 'Chanda A.', 'reviewer_id': 'rSGAL65djurooHBabFPtaw', 'rating': 3}]",3,Malaysian,940,https://s3-media1.fl.yelpcdn.com/bphoto/QwkF1ela_T9g-f4kTJq69A/o.jpg
Gelso & Grand,5,$$,"['186 Grand St', 'New York, NY 10013']","[{'text': 'My friend and I were looking for a place to eat in the area and came here on a whim. Very glad that we did. The restaurant was extremely packed when we came...', 'reviewer': 'Zachary M.', 'reviewer_id': 'FiGlyan6-eVrwyirLzxMsg', 'rating': 5}, {'text': 'Still some of the best fried calamari in the city! We are never disappointed at Gelso and Grand and there is a reason why this place is always busy. The...', 'reviewer': 'Liana N.', 'reviewer_id': 'RzGYyts3jtnF4T-fYGNUjw', 'rating': 5}, {'text': 'Took my family here that came into town to Gelso and Grand and it was one of the highlights of their trip! \n\nOur server was fantastic and so friendly, music...', 'reviewer': 'Candace C.', 'reviewer_id': 'udseWqXY3WAjivCFE5daaA', 'rating': 5}]",3,Italian,1386,https://s3-media3.fl.yelpcdn.com/bphoto/ZV0bgSfrkjlb1rewpItqCA/o.jpg
Fifty Henry,4,,"['50 Henry St', 'Brooklyn, NY 11201']","[{'text': 'Wandering around in Brooklyn Heights on a beautiful night, we just came from Vineapple cafe and had a huge dinner, so then next our idea was to have to...', 'reviewer': 'Polly H.', 'reviewer_id': 'FmLwFMr885MIFgcHk631Cg', 'rating': 4}, {'text': 'Great service and great food. We got the Milanese chicken and the Turkey sandwich (which we added bacon to and highly recommend). Sooo yum. Also, great...', 'reviewer': 'Jesse V.', 'reviewer_id': 'GLVZKa57uLEvjjwF17JXgA', 'rating': 5}, {'text': 'Cozy, local jaunt that has that classic, bistro-style bar look (the wooden chairs seemed quite flimsy though). Pretty good happy hour and super friendly...', 'reviewer': 'Fred A.', 'reviewer_id': 'm1C7PcSdwnlU6PYj4jLMig', 'rating': 4}]",3,Wine Bars,13,https://s3-media2.fl.yelpcdn.com/bphoto/tnTIhgqNdzBKns8j5mN5Eg/o.jpg
Noodle Village,1,$$,"['13 Mott St', 'New York, NY 10013']","[{'text': '很可爱的饭馆儿跟很多的选项！你一定可以找到一些菜对你的口味适合。我们点了三个菜，都很快就到了。牛腩捞面和鸡肉饺子又咸又嫩。混酱肠粉味道有一点儿甜，质地耐嚼的。真的很好吃。虽然又小又忙，Noodle Village你一定应该去。\n\nVery cute restaurant with lots of...', 'reviewer': 'Parisa V.', 'reviewer_id': 'rsjXx8S7CRy_MKtbdSnpWQ', 'rating': 5}, {'text': 'Came in a for a very late lunch, and it was somewhat busy. Cute interior, cozy, and clean. Seated right away, considering we were coming in from some hefty...', 'reviewer': 'Michelle M.', 'reviewer_id': 'yYqPad42zIiYcj7XMtwzVQ', 'rating': 5}, {'text': 'came here because we wanted to eat soup / noodles, was a complete mistake. the ambiance in here is nice until we are greeted by a waiter who asks us in...', 'reviewer': 'Lucy H.', 'reviewer_id': '2ZsZKJqOblWxFktlbzhvDQ', 'rating': 1}]",3,Chinese,1350,https://s3-media4.fl.yelpcdn.com/bphoto/EcoJ1Kz2Uv3tne7lYTNeRA/o.jpg
While We Were Young,4,$$,"['183 W 10th St', 'New York, NY 10014']","[{'text': 'Our first time @ While we were Young - and we loved it!\n\nHats off to The staff working Sunday Brunch on 2/19. Very welcoming; from an initial phone call to...', 'reviewer': 'Kai M.', 'reviewer_id': 'Lm8h0soMuvwHQAH6NyHM8Q', 'rating': 5}, {'text': 'OMG first and foremost like to say THANK YOU to Steven. Steven is THE best server/customer experience specialist I have ever met in all my years living and...', 'reviewer': 'Myra K.', 'reviewer_id': 'd2DyuI2fONb2dsU-zb6tAQ', 'rating': 5}, {'text': ""If you want to feel like you've walked into an aesthetic Instagram story, this is the place. It's tiny, filled with balloons whose strings will obscure your..."", 'reviewer': 'Anna N.', 'reviewer_id': 'JBNEsQXUKH1Ul3ZxnHDkGQ', 'rating': 4}]",3,American (New),441,https://s3-media3.fl.yelpcdn.com/bphoto/I5QdRi1JuxzSIqgYJML8dg/o.jpg
K'Far,5,,"['97 Wythe Ave', 'Brooklyn, NY 11249']","[{'text': 'Obsessed with this place! Such a cute ambiance. Pink tiles, gold light fixtures, plants, a cute outdoor section that would be amazing in the warm weather....', 'reviewer': 'Becky W.', 'reviewer_id': 'f3K6-pQ_ZX8vIky0AigmhA', 'rating': 5}, {'text': ""Great new spot in the Hoxton! Super cool decor and ambiance. Delicious pastries - don't skip the pistachio sticky bun or the olive feta borekas. \n\nThe..."", 'reviewer': 'Maddie G.', 'reviewer_id': 'yjocvYHuaazQuWle43kHhw', 'rating': 4}, {'text': ""I for one am ready to accept the Michael Solomonov empire with open arms. Dizengoff came and went in Chelsea Market much too soon, and while there's no sign..."", 'reviewer': 'Gab G.', 'reviewer_id': 'HVQKFDi-vZbawtmLMq3ZOw', 'rating': 5}]",3,Breakfast & Brunch,53,https://s3-media4.fl.yelpcdn.com/bphoto/0aUMvxO56G89jveIGuaPpA/o.jpg
Clover Hill,5,,"['20 Columbia Pl', 'Brooklyn, NY 11201']","[{'text': 'I was very excited to finally try Clover Hill after they received a Michelin star. Decided to save for a special occasion as the tasting menu + drinks +...', 'reviewer': 'Giovanna P.', 'reviewer_id': 'orQdiPYw-FL5dyoWmYx6KQ', 'rating': 5}, {'text': 'I came here with some friends for our holiday dinner and to treat ourselves to a good meal! \n\nI found it interesting the waiter of a Michelin star...', 'reviewer': 'Jenny C.', 'reviewer_id': 'IRhpueRM0lSjFAqFAvuDsg', 'rating': 4}, {'text': 'If @beyonce \'s ""Cozy"" were a restaurant, it would be @cloverhillbk . \n\n""Cause she comfortable,"" Clover Hill sits tucked away on a picturesque, tree-lined...', 'reviewer': 'Nicole D.', 'reviewer_id': 'eXGl8C7HzaKhlfeEWYIXIQ', 'rating': 5}]",3,American (New),38,https://s3-media4.fl.yelpcdn.com/bphoto/8Y42jKoR_VcNUbCvctqcgA/o.jpg
Ampersand,5,$$,"['294 3rd Ave', 'New York, NY 10010']","[{'text': ""Fun and cozy bar! Great for a date night! \n\nAmbience: this place has a really inviting atmosphere! It's dimly lit and has tons of space, but does get..."", 'reviewer': 'Dipali G.', 'reviewer_id': 'YXIJM-CRQVh7i5S1nMrC9w', 'rating': 5}, {'text': ""This is a cozy, inviting bar. It does get a bit loud so you have to raise your voice to have a conversation but it's not too bad. \n\nThey have a great..."", 'reviewer': 'Maggie B.', 'reviewer_id': 'jNKKoDWxBcSFRYNvA2hqBA', 'rating': 5}, {'text': 'Went out with the hubby to meet up a friend visiting from out of town. It was a Thursday night around 7:30pm. The place was full, but not overly packed. We...', 'reviewer': 'Christine N.', 'reviewer_id': 'Yz2Oh8ibuUuMcRQOrVCz9w', 'rating': 5}]",3,Cocktail Bars,257,https://s3-media1.fl.yelpcdn.com/bphoto/9w0Q-m0ts2bXmmWGlAYwnw/o.jpg
Xolo,5,,"['29 Dunham Pl', 'Brooklyn, NY 11249']","[{'text': ""As a kid from Southern California, it's been really depressing eating Mexican food in NYC until I came here.\n\nThis is the best Mexican food I've had in..."", 'reviewer': 'Spencer S.', 'reviewer_id': 'YnBRAQUy7GKywoRyznonOg', 'rating': 5}, {'text': 'Definitely enjoyed this spot! Guac and chips were delicious, with a few little pomegranate seeds to add texture and flavor. The goat cheese balls were a...', 'reviewer': 'Dorna N.', 'reviewer_id': 'O6oHTLC8gF_2sbSyR15IRw', 'rating': 4}, {'text': 'My friend and I are visiting from LA and were looking for tasty and good quality food. We found Xolo after visiting Domino Park. \nWe are satisfied and...', 'reviewer': 'Andrea L.', 'reviewer_id': 'xVbyceOb7QK0XBvnqkknVg', 'rating': 5}]",3,Mexican,24,https://s3-media4.fl.yelpcdn.com/bphoto/F3PPEJDTfdABbK_RoMGbUA/o.jpg
Balthazar,5,$$$,"['80 Spring St', 'New York, NY 10012']","[{'text': 'Went on a Tues for lunch around 12:30pm.  We looked for reservations but they did not have any available so we decided to stop by and just check and they...', 'reviewer': 'Laura T.', 'reviewer_id': 'U8R4lwSWGmPFJl81aTjLlQ', 'rating': 4}, {'text': 'Had a really enjoyable weekend lunch here. This place is packed on the weekends, but I was able to get a table for one, with only a 25ish minute wait. My...', 'reviewer': 'Lunden C.', 'reviewer_id': 'yOcBhJHkbvVesRFfOV9zsw', 'rating': 4}, {'text': ""Been wanting to try out one of NYC's most notorious brunch spots, and it did not disappoint! Came here on a Sunday morning and did walk in, didn't have to..."", 'reviewer': 'Jaimie C.', 'reviewer_id': 'Fbd0LMPW97jUYdiuf_T3CA', 'rating': 5}]",3,French,3544,https://s3-media2.fl.yelpcdn.com/bphoto/HY95-fSwf_JNsygeeEzzaA/o.jpg
Uncle Lou,4,$$,"['73 Mulberry St', 'New York, NY 10013']","[{'text': 'The Buffalo fish, Braised short rib and sautéed vegetable greens were fresh snd delicious Cantonese preparation with hot tea and rice!\n\nI would highly...', 'reviewer': 'Joseph L.', 'reviewer_id': 'MU3aPSYKEseQElG8HcVRDA', 'rating': 5}, {'text': 'My husband saw this place on TikTok and clearly a lot of other folks did too. It was pretty busy for a Monday night and you could tell there was a lot of...', 'reviewer': 'Amy Amanda A.', 'reviewer_id': 'K7DAinC5CA5HDxOdST-rfw', 'rating': 4}, {'text': ""Very very good food! \n\nI'm reviewing for the takeout I did the past week. I'll edit when I eat in and it may or may not have that fifth star. For now 4/5 :)..."", 'reviewer': 'Gwen P.', 'reviewer_id': 'rd85b8Kt1GQM0Nc8RTCthw', 'rating': 4}]",3,Cantonese,295,https://s3-media1.fl.yelpcdn.com/bphoto/KwB4-Sfzj4ANu-A3T_M2Ig/o.jpg
Betty,4,$$,"['193 Henry St', 'New York, NY 10002']","[{'text': 'the mousse slaps.\n\nnice staff good mousse \n\nusually come for breakfast but dinner is also very good \n\nvery nice atmosphere and nice staff.', 'reviewer': 'Rasa B.', 'reviewer_id': 'NEG2UDrXU4JypqkdMxwnyg', 'rating': 5}, {'text': ""If you're opening up shop in the LES then you got to bring your A game. Unfortunately, Betty is a B- at best. \n\nOrdered the steak and eggs- serving portions..."", 'reviewer': 'Onassis P.', 'reviewer_id': 'GXtW6ESq_zEqGOmevX8oiQ', 'rating': 3}, {'text': 'Food: 5/5 | Service: 2/5 | Experience: 3/5\n\nI have been wanting to try this place for so long, but I had a very mixed experience. The food was great and...', 'reviewer': 'Gwendolyn C.', 'reviewer_id': '9NpFVZ485ZchMVdsnkOn7g', 'rating': 4}]",3,American (New),24,https://s3-media1.fl.yelpcdn.com/bphoto/cyj4EA06gUWCNWw0X-hESw/o.jpg
Mom's Kitchen & Bar,5,$$,"['701 9th Ave', 'New York, NY 10019']","[{'text': 'Buy best quality whiskey near me +1 385-273-0666\n\nWhatsApp +1 385-273-0666 to buy.\n\nBuy best quality whiskey near me +1 385-273-0666', 'reviewer': 'Sandra C.', 'reviewer_id': 'pvIdBTHhVX4RAXUoL_ySFA', 'rating': 5}, {'text': ""I absolutely LOVE this place!! It's super cute and kid friendly with coloring pages. They have a bunch of fun milkshake and drink options as well. \n\nWe got..."", 'reviewer': 'Katrina W.', 'reviewer_id': 'WETFuX63db7DKHAHcig_Sg', 'rating': 5}, {'text': 'Stopped in for brunch during my trip to the city. My friend and I came around late morning and were seated within 10 minutes. Although we waited about 7 or...', 'reviewer': 'MarKayla B.', 'reviewer_id': '7AOCy7CLlawlkK26n3Zgow', 'rating': 5}]",3,Comfort Food,1654,https://s3-media3.fl.yelpcdn.com/bphoto/2em4dLRX21eieAsYXp_xUw/o.jpg
Jack's Wife Freda,5,,"['258 Wythe Ave', 'New York, NY 11249']","[{'text': 'Absolutely delicious! \n\nCute spot. \n\nGot the zucchini chips - crispy and soft on the inside. \nMadam Freda - yummy, like the runny egg. \nChicken kebab - very...', 'reviewer': 'Nicole C.', 'reviewer_id': 'stYNSTB2iDZRqk01lmohdQ', 'rating': 5}, {'text': ""open early around 8:30am. \nGood atmosphere and energy. it's excellent to come by when the weather is nice like 80'F days! \nyou can find a seat outside or..."", 'reviewer': 'Sara Y.', 'reviewer_id': 'jQveoxxClSrkeyDnpHEX9g', 'rating': 1}, {'text': 'We were starving and it was 10° outside and this was 800 ft away so naturally we ran inside. \n\nSO GOOD. We got the poached eggs with roasted tomatoes,...', 'reviewer': 'Mariam M.', 'reviewer_id': 'bji1zeZwm-pmHI23sD-e-w', 'rating': 5}]",3,Mediterranean,47,https://s3-media2.fl.yelpcdn.com/bphoto/XJuQqCn4nVP5psaHQzxYKA/o.jpg
White Oak Tavern,4,$$,"['21 Waverly Pl', 'New York, NY 10003']","[{'text': 'Definitely a hidden gem - Affordable prices, great food, and very friendly wait staff. First time being at a Manhattan Sunday brunch and not feeling rushed...', 'reviewer': 'Barbara C.', 'reviewer_id': 'vLstB_2QESzeSK_LF7eOhQ', 'rating': 5}, {'text': 'Great restaurant for Sunday brunch. Great food that is reasonably priced, good drinks, and good service. They offer a $30 2 hour bottomless brunch which is...', 'reviewer': 'Christopher R.', 'reviewer_id': 'snQwH_ZeKzrjhc722CXa9w', 'rating': 4}, {'text': ""I've been to the White Oak a number of times for drinks.  It's a pretty good bar - good selection of booze, and most of the time not so noisy that it is..."", 'reviewer': 'John B.', 'reviewer_id': 'lJBI50awi0N8qvX4PKzH7Q', 'rating': 4}]",3,American (New),436,https://s3-media4.fl.yelpcdn.com/bphoto/MhTzlPX11MWmWRQ_eWfvBw/o.jpg
Clinton Street Baking Company,4,$$,"['4 Clinton St', 'New York, NY 10002']","[{'text': 'Amazing food! Better than expected worth the wait! \nMy eggs were so tasty and made perfect. And my mom became a little girl eating her pancakes!', 'reviewer': 'Ingrid R.', 'reviewer_id': '0TS3HldCDN61h2z3__oXtA', 'rating': 5}, {'text': 'This placed definitely lived up to the hype. I was able to finally score a reservation and it was totally worth the hike from jersey. \nHands down best...', 'reviewer': 'Sheila R.', 'reviewer_id': 'WlKvri47aiss5z6yQs88Yg', 'rating': 5}, {'text': 'This was our first ever experience dining at Clinton St. .. I cannot wait to go back! We arrived on a Saturday morning at 8:45 am (they open at 9 am) and...', 'reviewer': 'Bianca P.', 'reviewer_id': 'KuABuXQbIOSCfIH-0YgAYA', 'rating': 4}]",3,Bakeries,5697,https://s3-media2.fl.yelpcdn.com/bphoto/cX6_cvryWi7ri2GKc-ASTg/o.jpg
